product_name,category,old_price,price,discount_percentage,product_url,image_url,source_page,page_number,raw_text
PLAYSTATION PACK CONSOLE PS5® 1TO...,Autre,7999.0,7499.0,6,https://www.electroplanet.ma/p3109155-pack-console-ps5r-1to-jeu-fc-26.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,PLAYSTATION PACK CONSOLE PS5® 1TO... Promo Prix normal 7 999 DH Prix Spécial 7 499 DH -6% Ajouter au panier
ASUS ASUS VIVOBOOK V36 IN...,Autre,13999.0,11999.0,14,https://www.electroplanet.ma/p3110389-asus-vivobook-v36-intel-core-7-16g-512g-rtx-4050.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,ASUS ASUS VIVOBOOK V36 IN... Promo Prix normal 13 999 DH Prix Spécial 11 999 DH -14% Ajouter au panier
SAMSUNG SMART GALAXY A17 (5G) ...,Téléphone,1990.0,1899.0,4,https://www.electroplanet.ma/p3110380-smart-galaxy-a17-5g-4-128gb-black-samsung.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,SAMSUNG SMART GALAXY A17 (5G) ... Promo Prix normal 1 990 DH Prix Spécial 1 899 DH -4% Ajouter au panier
ELEXIA LV ELX-DW-350 13CV 6P ...,Autre,2999.0,2299.0,23,https://www.electroplanet.ma/p3110307-lv-elx-dw-350-13cv-6p-slv-elexia.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,ELEXIA LV ELX-DW-350 13CV 6P ... Promo Prix normal 2 999 DH Prix Spécial 2 299 DH -23% Ajouter au panier
ELEXIA GRILL PANINI ELX-SMA-5...,Autre,499.0,299.0,40,https://www.electroplanet.ma/p3110142-grill-panini-elx-sma-552-2000w-elexia.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,ELEXIA GRILL PANINI ELX-SMA-5... Promo Prix normal 499 DH Prix Spécial 299 DH -40% Ajouter au panier
SAMSUNG QLED QA55Q6FAAUXMV SAMSUNG,TV,6399.0,5799.0,9,https://www.electroplanet.ma/p3110129-qled-qa55q6faauxmv-samsung.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,SAMSUNG QLED QA55Q6FAAUXMV SAMSUNG Promo Prix normal 6 399 DH Prix Spécial 5 799 DH -9% Ajouter au panier
OPPO SMART A6 PRO 5G ROSEWO...,Téléphone,3999.0,3749.0,6,https://www.electroplanet.ma/p3110066-smart-a6-pro-5g-rosewood-red-8g-256g-oppo.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,OPPO SMART A6 PRO 5G ROSEWO... Promo Prix normal 3 999 DH Prix Spécial 3 749 DH -6% Ajouter au panier
OPPO SMART A6 PRO 5G STELLA...,Téléphone,3999.0,3749.0,6,https://www.electroplanet.ma/p3110065-smart-a6-pro-5g-stellar-blue-8g-256g-oppo.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,OPPO SMART A6 PRO 5G STELLA... Promo Prix normal 3 999 DH Prix Spécial 3 749 DH -6% Ajouter au panier
HAIER MINI LED H65M80FUX HAIER,TV,11499.0,8499.0,26,https://www.electroplanet.ma/p3106268-mini-led-h65m80fux-haier.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,HAIER MINI LED H65M80FUX HAIER Promo Prix normal 11 499 DH Prix Spécial 8 499 DH -26% Ajouter au panier
MARS GAMING VENTIL CASE MF3DKIT KI...,Ordinateur,549.0,149.0,72,https://www.electroplanet.ma/p3038305-ventil-case-mf3dkit-kitx3-rgb-black-mars-gaming.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,MARS GAMING VENTIL CASE MF3DKIT KI... Promo Prix normal 549 DH Prix Spécial 149 DH -72% Ajouter au panier
MARS GAMING VENTIL CASE MFLINKFINI...,Ordinateur,849.0,249.0,70,https://www.electroplanet.ma/p3038303-ventil-case-mflinkfinitykitw-kitx3-rgbwht-mrsgami.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,MARS GAMING VENTIL CASE MFLINKFINI... Promo Prix normal 849 DH Prix Spécial 249 DH -70% Ajouter au panier
MARS GAMING VENTIL CASE KIT X3 MFL...,Ordinateur,799.0,229.0,71,https://www.electroplanet.ma/p3038302-ventil-case-kit-x3-mflinkfinitykit-rgb-marsgaming.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,MARS GAMING VENTIL CASE KIT X3 MFL... Promo Prix normal 799 DH Prix Spécial 229 DH -71% Ajouter au panier
MARS GAMING VENTIL CASE MLONE240 W...,Ordinateur,1249.0,299.0,76,https://www.electroplanet.ma/p3038293-ventil-case-mlone240-water-kitx2-rgb-blk-marsgmin.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,MARS GAMING VENTIL CASE MLONE240 W... Promo Prix normal 1 249 DH Prix Spécial 299 DH -76% Ajouter au panier
HAIER MINI LED H55M80FUX HAIER,TV,8999.0,6499.0,27,https://www.electroplanet.ma/p3106267-mini-led-h55m80fux-haier.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,HAIER MINI LED H55M80FUX HAIER Promo Prix normal 8 999 DH Prix Spécial 6 499 DH -27% Ajouter au panier
ELEXIA ASPIRATEUR SANS SAC E...,Nettoyage,799.0,399.0,50,https://www.electroplanet.ma/p3102126-aspirateur-sans-sac-elx-vc-950-800w-class-ii-ele.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,ELEXIA ASPIRATEUR SANS SAC E... Promo 100% (2) Prix normal 799 DH Prix Spécial 399 DH -50% Ajouter au panier
CANDY TABLE DE CUISSON CHW6B...,Cuisine,1899.0,1399.0,26,https://www.electroplanet.ma/p3109103-table-de-cuisson-chw6brbb-mar-candy.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,CANDY TABLE DE CUISSON CHW6B... Promo Prix normal 1 899 DH Prix Spécial 1 399 DH -26% Ajouter au panier
BOSCH FOUR SERIE 4 HUA736ER0...,Cuisine,5999.0,5499.0,8,https://www.electroplanet.ma/p3100773-four-serie-4-hua736er0-60cm-inox-bosch.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,BOSCH FOUR SERIE 4 HUA736ER0... Promo Prix normal 5 999 DH Prix Spécial 5 499 DH -8% Ajouter au panier
BOSCH FOUR SERIE 6 HJG852YS0...,Cuisine,7999.0,7699.0,3,https://www.electroplanet.ma/p3100774-four-serie-6-hjg852ys0-60cm-inox-bosch.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,3,BOSCH FOUR SERIE 6 HJG852YS0... Promo Prix normal 7 999 DH Prix Spécial 7 699 DH -3% Ajouter au panier
SAMSUNG LED UA75U8000FUXMV SAMSUNG,TV,10699.0,8999.0,15,https://www.electroplanet.ma/p3098624-led-ua75u8000fuxmv-samsung.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/0/3098624-cb-61517_1.png,promotions,3,SAMSUNG LED UA75U8000FUXMV SAMSUNG Promo Prix normal 10 699 DH Prix Spécial 8 999 DH -15% Ajouter au panier
MARS GAMING VENTILATEUR CPU MCPU12...,Ordinateur,249.0,69.0,72,https://www.electroplanet.ma/p3038301-ventilateur-cpu-mcpu120-low-p-rgb-chrom-marsgamin.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/0/3038301-cb-61498_1.png,promotions,3,MARS GAMING VENTILATEUR CPU MCPU12... Promo Prix normal 249 DH Prix Spécial 69 DH -72% Ajouter au panier
TEFAL SET 2 POELES B9289202 ...,Cuisine,599.0,249.0,58,https://www.electroplanet.ma/p3105325-set-2-poeles-b9289202-24-28cm-only-cook-tefal.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3105325-cb-61009_1.png,promotions,3,TEFAL SET 2 POELES B9289202 ... Promo 100% (1) Prix normal 599 DH Prix Spécial 249 DH -58% Ajouter au panier
ROWENTA LISSEUR SF8120F0 CERAM...,Nettoyage,1299.0,999.0,23,https://www.electroplanet.ma/p3108214-lisseur-sf8120f0-ceramique-ultimate-rowenta.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3108214-cb-61488_1.png,promotions,3,ROWENTA LISSEUR SF8120F0 CERAM... Promo Prix normal 1 299 DH Prix Spécial 999 DH -23% Ajouter au panier
BOSCH LV SERIE 6 SMS6EMI62V...,Autre,8799.0,7799.0,11,https://www.electroplanet.ma/p3108273-lv-serie-6-sms6emi62v-60-cm-14cv-inox-wi-fi-bosc.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3108273-cb-61507_1.png,promotions,4,BOSCH LV SERIE 6 SMS6EMI62V... Promo Prix normal 8 799 DH Prix Spécial 7 799 DH -11% Ajouter au panier
SAMSUNG PACK REF RT47CG6422S9M...,Réfrigérateur,12799.0,10799.0,15,https://www.electroplanet.ma/p3107606-pack-ref-rt47cg6422s9ma-mg23k3515ak-al-samsung.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/s/a/sans_titre-1_1_.png,promotions,4,SAMSUNG PACK REF RT47CG6422S9M... Promo Prix normal 12 799 DH Prix Spécial 10 799 DH -15% Ajouter au panier
BEKO REFRIGIRATEUR RDSG550M...,Autre,5590.0,4999.0,10,https://www.electroplanet.ma/p3100665-refrigirateur-rdsg550m20sxb-mis-410l-frost-beko.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3100665-cb-60266_1.png,promotions,4,BEKO REFRIGIRATEUR RDSG550M... Promo Prix normal 5 590 DH Prix Spécial 4 999 DH -10% Ajouter au panier
KELON CONG VERT KRD-204WYED ...,Congélateur,3999.0,2799.0,30,https://www.electroplanet.ma/p3107552-cong-vert-krd-204wyed-153l-7t-blc-kelon.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3107552-cb-64443_1.png,promotions,4,KELON CONG VERT KRD-204WYED ... Promo Prix normal 3 999 DH Prix Spécial 2 799 DH -30% Ajouter au panier
ELEXIA BOUILLOIRE ELX-KT-550 ...,Autre,299.0,139.0,53,https://www.electroplanet.ma/p3107169-bouilloire-elx-kt-550-en-verre-elexia.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/b/o/bouilloire_1.jpg,promotions,4,ELEXIA BOUILLOIRE ELX-KT-550 ... Promo 100% (1) Prix normal 299 DH Prix Spécial 139 DH -53% Ajouter au panier
ELEXIA BOUILLOIRE ELX-KT-551 ...,Autre,299.0,139.0,53,https://www.electroplanet.ma/p3107170-bouilloire-elx-kt-551-noir-elexia.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/b/o/bouilloire_1.png,promotions,4,ELEXIA BOUILLOIRE ELX-KT-551 ... Promo 100% (1) Prix normal 299 DH Prix Spécial 139 DH -53% Ajouter au panier
LG OLED 55B56LA.AFP LG,TV,10599.0,8799.0,16,https://www.electroplanet.ma/p3105026-oled-55b56la-afp-lg.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3105026-cb-59787_1.png,promotions,4,LG OLED 55B56LA.AFP LG Promo Prix normal 10 599 DH Prix Spécial 8 799 DH -16% Ajouter au panier
ITEL SMARTWATCH ISW-O21 TFT...,Autre,249.0,119.0,52,https://www.electroplanet.ma/p3107066-smartwatch-isw-o21-tft-blue-itel.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,ITEL SMARTWATCH ISW-O21 TFT... Promo 100% (1) Prix normal 249 DH Prix Spécial 119 DH -52% Ajouter au panier
ITEL BUDSACE PRO ENC WHITE ITEL,Accessoires,229.0,89.0,61,https://www.electroplanet.ma/p3107068-budsace-pro-enc-white-itel.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,ITEL BUDSACE PRO ENC WHITE ITEL Promo Prix normal 229 DH Prix Spécial 89 DH -61% Ajouter au panier
ITEL BUDSACE PRO ENC DARK B...,Accessoires,229.0,89.0,61,https://www.electroplanet.ma/p3107067-budsace-pro-enc-dark-black-itel.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,ITEL BUDSACE PRO ENC DARK B... Promo 100% (1) Prix normal 229 DH Prix Spécial 89 DH -61% Ajouter au panier
ITEL SMARTWATCH ISW-O11 IPS...,Autre,249.0,149.0,40,https://www.electroplanet.ma/p3107069-smartwatch-isw-o11-ips-rose-gold-itel.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,ITEL SMARTWATCH ISW-O11 IPS... Promo Prix normal 249 DH Prix Spécial 149 DH -40% Ajouter au panier
ITEL SMARTWATCH ISW-N8 AMOL...,Autre,549.0,349.0,36,https://www.electroplanet.ma/p3107064-smartwatch-isw-n8-amoled-meteorite-grey-black-ite.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,ITEL SMARTWATCH ISW-N8 AMOL... Promo 100% (1) Prix normal 549 DH Prix Spécial 349 DH -36% Ajouter au panier
UFESA HAND BLENDER PLUSAR DE...,Autre,599.0,399.0,33,https://www.electroplanet.ma/p3100359-hand-blender-plusar-delux-max-600-ufesa.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,UFESA HAND BLENDER PLUSAR DE... Promo Prix normal 599 DH Prix Spécial 399 DH -33% Ajouter au panier
ROWENTA BROSSEROTATIVECF9528F0...,Nettoyage,999.0,599.0,40,https://www.electroplanet.ma/p3106853-brosserotativecf9528f0-activdunes-1000wrowenta.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,ROWENTA BROSSEROTATIVECF9528F0... Promo Prix normal 999 DH Prix Spécial 599 DH -40% Ajouter au panier
ROWENTA FER A BOUCLER CF371LF0...,Nettoyage,1199.0,999.0,16,https://www.electroplanet.ma/p3106851-fer-a-boucler-cf371lf0-socurls-230c-rowenta.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,ROWENTA FER A BOUCLER CF371LF0... Promo Prix normal 1 199 DH Prix Spécial 999 DH -16% Ajouter au panier
"MOULINEX BOUILLOIREBY2M0B101,7L...",Autre,869.0,599.0,31,https://www.electroplanet.ma/p3106850-bouilloireby2m0b101-7l-toaster-lt2m0b102f-mouline.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,"MOULINEX BOUILLOIREBY2M0B101,7L... Promo Prix normal 869 DH Prix Spécial 599 DH -31% Ajouter au panier"
TAURUS PANINI BISTRO ESSENTIA...,Autre,799.0,699.0,12,https://www.electroplanet.ma/p3069154-panini-bistro-essential-taurus.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,TAURUS PANINI BISTRO ESSENTIA... Promo Prix normal 799 DH Prix Spécial 699 DH -12% Ajouter au panier
APPLE IPHONE 17 PRO MAX 256G...,Téléphone,20299.0,16999.0,16,https://www.electroplanet.ma/p3106691-iphone-17-pro-max-256gb-silver-mfym4af-a-apple.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,APPLE IPHONE 17 PRO MAX 256G... Promo Prix normal 20 299 DH Prix Spécial 16 999 DH -16% Ajouter au panier
APPLE IPHONE 17 PRO 256GB CO...,Téléphone,18599.0,15499.0,16,https://www.electroplanet.ma/p3106680-iphone-17-pro-256gb-cosmic-orange-mg8h4af-a-apple.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,APPLE IPHONE 17 PRO 256GB CO... Promo Prix normal 18 599 DH Prix Spécial 15 499 DH -16% Ajouter au panier
APPLE IPHONE AIR 256GB SPACE...,Téléphone,17199.0,11499.0,33,https://www.electroplanet.ma/p3106698-iphone-air-256gb-space-black-mg2l4af-a-apple.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,APPLE IPHONE AIR 256GB SPACE... Promo Prix normal 17 199 DH Prix Spécial 11 499 DH -33% Ajouter au panier
APPLE IPHONE 17 PRO MAX 512G...,Téléphone,24299.0,20999.0,13,https://www.electroplanet.ma/p3106695-iphone-17-pro-max-512gb-orange-mfyt4af-a-apple.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,APPLE IPHONE 17 PRO MAX 512G... Promo Prix normal 24 299 DH Prix Spécial 20 999 DH -13% Ajouter au panier
WHIRLPOOL REF WTMS 701461 XNA 43...,Réfrigérateur,6299.0,5799.0,7,https://www.electroplanet.ma/p3106223-ref-wtms-701461-xna-437l-a-inox-whirlpool.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,WHIRLPOOL REF WTMS 701461 XNA 43... Promo Prix normal 6 299 DH Prix Spécial 5 799 DH -7% Ajouter au panier
ROWENTA DESHUMIDIFICATEUR DH52...,Nettoyage,3499.0,2499.0,28,https://www.electroplanet.ma/p3106051-deshumidificateur-dh5260f0-16l-blanc-rowenta.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,ROWENTA DESHUMIDIFICATEUR DH52... Promo Prix normal 3 499 DH Prix Spécial 2 499 DH -28% Ajouter au panier
TEFAL BATTERIE DE CUISINE L3...,Cuisine,999.0,799.0,20,https://www.electroplanet.ma/p3106187-batterie-de-cuisine-l3989502-ingenio-10pces-rouge.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,TEFAL BATTERIE DE CUISINE L3... Promo Prix normal 999 DH Prix Spécial 799 DH -20% Ajouter au panier
HAIER COMB CCG5T718EN15 TTL ...,Réfrigérateur,9499.0,7999.0,15,https://www.electroplanet.ma/p3105203-comb-ccg5t718en15-ttl-nf-70cm-570l-noir-candy.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,HAIER COMB CCG5T718EN15 TTL ... Promo Prix normal 9 499 DH Prix Spécial 7 999 DH -15% Ajouter au panier
SAMSUNG SMARTPHONE GALAXY A17 ...,Téléphone,1749.0,1699.0,2,https://www.electroplanet.ma/p3104440-smartphone-galaxy-a17-4-128gb-light-blue-samsung.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,SAMSUNG SMARTPHONE GALAXY A17 ... Promo Prix normal 1 749 DH Prix Spécial 1 699 DH -2% Ajouter au panier
TAURUS PETRIN CHEF PRO TAURUS...,Autre,3199.0,2499.0,21,https://www.electroplanet.ma/p3105359-petrin-chef-pro-taurus-friteuse-7l-gratuit-solac.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,TAURUS PETRIN CHEF PRO TAURUS... Promo Prix normal 3 199 DH Prix Spécial 2 499 DH -21% Ajouter au panier
SAMSUNG SMARTPHONE GALAXY A17 ...,Téléphone,1990.0,1899.0,4,https://www.electroplanet.ma/p3104442-smartphone-galaxy-a17-6-128gb-black-samsung.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,SAMSUNG SMARTPHONE GALAXY A17 ... Promo 100% (1) Prix normal 1 990 DH Prix Spécial 1 899 DH -4% Ajouter au panier
LG LED 55UA73006LA.AFPQ LG,TV,5499.0,4799.0,12,https://www.electroplanet.ma/p3105015-led-55ua73006la-afpq-lg.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,4,LG LED 55UA73006LA.AFPQ LG Promo Prix normal 5 499 DH Prix Spécial 4 799 DH -12% Ajouter au panier
LG LED 50UA73006LA.AFPQ LG,TV,4699.0,3899.0,17,https://www.electroplanet.ma/p3105016-led-50ua73006la-afpq-lg.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3105016-cb-47877_1.png,promotions,4,LG LED 50UA73006LA.AFPQ LG Promo Prix normal 4 699 DH Prix Spécial 3 899 DH -17% Ajouter au panier
LG LED 43UA73006LA.AFPQ LG,TV,3999.0,3399.0,15,https://www.electroplanet.ma/p3105017-led-43ua73006la-afpq-lg.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3105017-cb-47865_1.png,promotions,4,LG LED 43UA73006LA.AFPQ LG Promo Prix normal 3 999 DH Prix Spécial 3 399 DH -15% Ajouter au panier
LG LED 65UA73006LA.AFPQ LG,TV,7699.0,5799.0,24,https://www.electroplanet.ma/p3105014-led-65ua73006la-afpq-lg.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3105014-cb-47901_1.png,promotions,4,LG LED 65UA73006LA.AFPQ LG Promo Prix normal 7 699 DH Prix Spécial 5 799 DH -24% Ajouter au panier
AEG FOUR OA5AE23AB STEAMBA...,Cuisine,7999.0,7499.0,6,https://www.electroplanet.ma/p3104091-four-oa5ae23ab-steambake-5000-9fcontions-72l-aeg.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3104091-cb-46098_1.png,promotions,4,AEG FOUR OA5AE23AB STEAMBA... Promo Prix normal 7 999 DH Prix Spécial 7 499 DH -6% Ajouter au panier
SONY MANETTE PS5 DUALSENSE ...,Autre,1099.0,999.0,9,https://www.electroplanet.ma/p3104191-manette-ps5-dualsense-chroma-pearl-sony.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3104191-cb-46053_1.png,promotions,5,SONY MANETTE PS5 DUALSENSE ... Promo Prix normal 1 099 DH Prix Spécial 999 DH -9% Ajouter au panier
SAMSUNG SMARTPHONE GALAXY A07 ...,Téléphone,1749.0,1699.0,2,https://www.electroplanet.ma/p3102631-smartphone-galaxy-a07-6-128gb-light-violet-samsun.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3102631-cb-45207_1.png,promotions,5,SAMSUNG SMARTPHONE GALAXY A07 ... Promo Prix normal 1 749 DH Prix Spécial 1 699 DH -2% Ajouter au panier
SAMSUNG MAL WW90DG5U34ABMF 9KG...,Machine à laver,5799.0,5299.0,8,https://www.electroplanet.ma/p3102114-mal-ww90dg5u34abmf-9kg-ai-wifi-black-samsung.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3102114-cb-60302_1.png,promotions,5,SAMSUNG MAL WW90DG5U34ABMF 9KG... Promo Prix normal 5 799 DH Prix Spécial 5 299 DH -8% Ajouter au panier
SAMSUNG MAL WW90DG6U34LXMF SIL...,Machine à laver,5799.0,5199.0,10,https://www.electroplanet.ma/p3101566-mal-ww90dg6u34lxmf-silver-wifi-samsung.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3101566-cb-59304_1.png,promotions,5,SAMSUNG MAL WW90DG6U34LXMF SIL... Promo Prix normal 5 799 DH Prix Spécial 5 199 DH -10% Ajouter au panier
SAMSUNG SMARTPHONE GALAXY A07 ...,Téléphone,1249.0,1049.0,16,https://www.electroplanet.ma/p3102625-smartphone-galaxy-a07-4-64gb-light-violet-samsung.html?from=promo,https://prod2-media.electroplanet.ma/media/catalog/product/cache/14e469c4a70431355c88f88fd8855f6e/3/1/3102625-cb-45267_1.png,promotions,5,SAMSUNG SMARTPHONE GALAXY A07 ... Promo Prix normal 1 249 DH Prix Spécial 1 049 DH -16% Ajouter au panier
SAMSUNG SMARTPHONE GALAXY A07 ...,Téléphone,1490.0,1399.0,6,https://www.electroplanet.ma/p3102629-smartphone-galaxy-a07-4-128gb-green-samsung.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,5,SAMSUNG SMARTPHONE GALAXY A07 ... Promo Prix normal 1 490 DH Prix Spécial 1 399 DH -6% Ajouter au panier
TEFAL POELE E3080204 NON RE...,Cuisine,179.0,149.0,16,https://www.electroplanet.ma/p3102940-poele-e3080204-non-revetue-primary-inox-20cm-tef.html?from=promo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",promotions,5,TEFAL POELE E3080204 NON RE... Promo Prix normal 179 DH Prix Spécial 149 DH -16% Ajouter au panier
